학교명,학교 영문명,본분교구분명,대학구분명,학교구분명,설립형태구분명,시도코드,시도명,소재지도로명주소,소재지지번주소,도로명우편번호,소재지우편번호,홈페이지주소,대표전화번호,대표팩스번호,설립일자,기준연도,데이터기준일자,제공기관코드,제공기관명,주소_clean,sido,sigungu,카운트지역
국립금오공과대학교 산업대학원,Kumoh National Institute of Technology Graduate School of Industry,본교,대학원,특수대학원,국립,47,경상북도,"경상북도 구미시 대학로 61 (양호동, 금오공과대학교)",,39177,,tec.kumoh.ac.kr,054-478-7016,054-478-7020,1986-11-29,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 구미시 대학로 61,경상북도,구미시,구미시
국립금오공과대학교 컨설팅대학원,Kumoh National Institute of Technology Graduate School of Consulting,본교,대학원,특수대학원,국립,47,경상북도,"경상북도 구미시 대학로 61 (양호동, 금오공과대학교)",,39177,,con.kumoh.ac.kr,054-478-7016,054-478-7020,2010-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 구미시 대학로 61,경상북도,구미시,구미시
국립목포대학교 경영행정대학원,Graduate School Of Business & Public Administration,본교,대학원,특수대학원,국립,46,전라남도,전라남도 무안군 삼향읍 남악로 190,,58579,,www.mokpo.ac.kr,061-270-1602,061-273-6751,1991-02-28,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 무안군 삼향읍 남악로 190,전라남도,무안군,무안군
국립목포대학교 교육대학원,Graduateschool Of Education,본교,대학원,특수대학원,국립,46,전라남도,"전라남도 무안군 청계면 영산로 1666 (도림리, 목포대학교)",,58554,,www.mokpo.ac.kr,061-450-2903,061-450-2904,1994-03-01,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 무안군 청계면 영산로 1666,전라남도,무안군,무안군
국립목포대학교 대학원,Mokpo National University Graduate School,본교,대학원,일반대학원,국립,46,전라남도,"전라남도 무안군 청계면 영산로 1666 (도림리, 목포대학교)",,58554,,www.mokpo.ac.kr,061-450-2902,061-450-2904,1988-03-01,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 무안군 청계면 영산로 1666,전라남도,무안군,무안군
국립목포대학교 산업기술대학원,Graduate School Of Industrial Technology,본교,대학원,특수대학원,국립,46,전라남도,"전라남도 무안군 청계면 영산로 1666 (도림리, 목포대학교)",,58554,,www.mokpo.ac.kr,061-450-2405,061-450-2057,1995-03-01,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 무안군 청계면 영산로 1666,전라남도,무안군,무안군
국립목포대학교 산업대학원,Graduate school of Industry,본교,대학원,특수대학원,국립,46,전라남도,전라남도 무안군 청계면 영산로 1666,,58554,,gsit.mokpo.ac.kr,061-450-2405,061-453-4843,1994-10-21,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 무안군 청계면 영산로 1666,전라남도,무안군,무안군
광주가톨릭대학교 대학원,Gwangju Catholic University Graduate School,본교,대학원,일반대학원,사립,46,전라남도,"전라남도 나주시 남평읍 중남길 12-25 (남석리, 광주가톨릭대학교)",,58230,,www.gjc.ac.kr,061-337-2181,061-337-2185,1965-01-13,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 나주시 남평읍 중남길 12-25,전라남도,나주시,나주시
광주과학기술원 일반대학원,Gwangju Institute Of Science And Technology,본교,대학원,일반대학원,특별법법,29,광주광역시,"광주광역시 북구 첨단과기로 123 (오룡동, 광주과학기술원)",,61005,,www.gist.ac.kr,062-715-2114,062-715-2300,1993-11-17,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 북구 첨단과기로 123,광주광역시,북구,광주광역시
광주교육대학교 교육대학원,Graduate School Of Education Gnue,본교,대학원,특수대학원,국립,29,광주광역시,"광주광역시 북구 필문대로 55 (풍향동, 광주교육대학교)",,61204,,gnue.ac.kr,062-520-4083,062-520-4352,1996-03-01,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 북구 필문대로 55,광주광역시,북구,광주광역시
광주대학교 보건상담정책대학원,"Graduate School of Public Health, Counselling & Policy, Gwangju University",본교,대학원,특수대학원,사립,29,광주광역시,"광주광역시 남구 효덕로 277 (진월동, 광주대학교)",,61743,,www.gwangju.ac.kr,062-670-2121,062-670-2629,2014-03-01,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 남구 효덕로 277,광주광역시,남구,광주광역시
광주대학교 사회복지전문대학원,Graduate School of Social Welfare Gwangju University,본교,대학원,전문대학원,사립,29,광주광역시,"광주광역시 남구 효덕로 277 (진월동, 광주대학교)",,61743,,www.gwangju.ac.kr,062-670-2121,062-670-2629,2001-09-01,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 남구 효덕로 277,광주광역시,남구,광주광역시
광주대학교 일반대학원,Graduate School Gwangju University,본교,대학원,일반대학원,사립,29,광주광역시,"광주광역시 남구 효덕로 277 (진월동, 광주대학교)",,61743,,www.gwangju.ac.kr,062-670-2121,062-670-2629,2007-09-10,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 남구 효덕로 277,광주광역시,남구,광주광역시
광주여자대학교 교육대학원,"Graduate School Of Education, Kwu",본교,대학원,특수대학원,사립,29,광주광역시,광주광역시 광산구 광주여대길 45 (산정동),,62396,,www.kwu.ac.kr,062-950-3802,062-950-3803,1997-03-03,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 광산구 광주여대길 45,광주광역시,광산구,광주광역시
광주여자대학교 사회개발대학원,"Graduate School Of Social Development, Kwu",본교,대학원,특수대학원,사립,29,광주광역시,광주광역시 광산구 광주여대길 45 (산정동),,62396,,www.kwu.ac.kr,062-950-3802,062-950-3803,1997-03-03,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 광산구 광주여대길 45,광주광역시,광산구,광주광역시
광주여자대학교 일반대학원,"Graduate School, Kwu",본교,대학원,일반대학원,사립,29,광주광역시,광주광역시 광산구 광주여대길 45 (산정동),,62396,,www.kwu.ac.kr,062-950-3802,062-950-3803,1997-03-03,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 광산구 광주여대길 45,광주광역시,광산구,광주광역시
국립강릉원주대학교 경영정책과학대학원,Gangneung Wonju Graduate School Of Management & Policy Science,본교,대학원,특수대학원,국립,51,강원특별자치도,강원특별자치도 강릉시 죽헌길 7 (지변동),,25457,,www.gwnu.ac.kr,033-640-2163,033-640-2166,1979-01-18,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 강릉시 죽헌길 7,강원특별자치도,강릉시,강릉시
국립강릉원주대학교 경영정책과학대학원,Gangneung Wonju Graduate School Of Management & Policy Science,제2캠퍼,대학원,특수대학원,국립,51,강원특별자치도,강원특별자치도 원주시 흥업면 남원로 150,,26403,,www.gwnu.ac.kr,033-640-2081,033-640-2166,2009-03-01,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 원주시 흥업면 남원로 150,강원특별자치도,원주시,원주시
국립강릉원주대학교 교육대학원,Gangneung Wonju Graduate School Of Education,본교,대학원,특수대학원,국립,51,강원특별자치도,강원특별자치도 강릉시 죽헌길 7 (지변동),,25457,,www.gwnu.ac.kr,033-640-2087,033-640-2098,1995-03-01,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 강릉시 죽헌길 7,강원특별자치도,강릉시,강릉시
국립강릉원주대학교 교육대학원,Gangneung Wonju Graduate School Of Education,제2캠퍼,대학원,특수대학원,국립,51,강원특별자치도,강원특별자치도 원주시 흥업면 남원로 150,,26403,,www.gwnu.ac.kr,033-640-2087,033-640-2098,1995-03-01,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 원주시 흥업면 남원로 150,강원특별자치도,원주시,원주시
국립강릉원주대학교 대학원,Gangneung Wonju Graduate School,본교,대학원,일반대학원,국립,51,강원특별자치도,강원특별자치도 강릉시 죽헌길 7 (지변동),,25457,,www.gwnu.ac.kr,033-640-2077,033-640-2083,1979-01-18,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 강릉시 죽헌길 7,강원특별자치도,강릉시,강릉시
국립강릉원주대학교 대학원,Gangneung Wonju Graduate School,제2캠퍼,대학원,일반대학원,국립,51,강원특별자치도,강원특별자치도 원주시 흥업면 남원로 150,,26403,,www.gwnu.ac.kr,033-640-2077,033-640-2083,1979-01-18,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 원주시 흥업면 남원로 150,강원특별자치도,원주시,원주시
국립강릉원주대학교 산업대학원,Gangneung Wonju Graduate School Of Industrial Technology,본교,대학원,특수대학원,국립,51,강원특별자치도,강원특별자치도 강릉시 죽헌길 7 (지변동),,25457,,www.gwnu.ac.kr,033-640-2085,033-640-2083,1996-03-01,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 강릉시 죽헌길 7,강원특별자치도,강릉시,강릉시
국립강릉원주대학교 산업대학원,Gangneung Wonju Graduate School Of Industrial Technology,제2캠퍼,대학원,특수대학원,국립,51,강원특별자치도,강원특별자치도 원주시 흥업면 남원로 150,,26403,,www.gwnu.ac.kr,033-640-2085,033-640-2083,1979-01-18,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 원주시 흥업면 남원로 150,강원특별자치도,원주시,원주시
국립공주대학교 경영대학원,Public Administration Kongju National University,본교,대학원,특수대학원,국립,44,충청남도,충청남도 공주시 공주대학로 56 (신관동),,32588,,gbpa.kongju.ac.kr,041-850-8353,041-850-8355,2021-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 공주시 공주대학로 56,충청남도,공주시,공주시
고려대학교(세종) 의용과학대학원,Graduate School of Bio-Medical Science,분교,대학원,특수대학원,사립,36,세종특별자치시,"세종특별자치시 조치원읍 세종로 2511 (서창리, 고려대학교세종캠퍼스)",,30019,,biomedical.korea.ac.kr/,044-860-1305,044-860-1307,1999-11-02,2024,2025-01-08,B340014,한국대학교육협의회,세종특별자치시 조치원읍 세종로 2511,세종특별자치시,,세종특별자치시
고려대학교(세종) 인문정보대학원,Graduate School of Humanities & Information,분교,대학원,특수대학원,사립,36,세종특별자치시,"세종특별자치시 조치원읍 세종로 2511 (서창리, 고려대학교세종캠퍼스)",,30019,,hig.korea.ac.kr,044-860-1204,044-860-1207,1997-10-25,2024,2025-01-08,B340014,한국대학교육협의회,세종특별자치시 조치원읍 세종로 2511,세종특별자치시,,세종특별자치시
고려대학교(세종) 일반대학원,Graduate School of Korea University,분교,대학원,일반대학원,사립,36,세종특별자치시,"세종특별자치시 조치원읍 세종로 2511 (서창리, 고려대학교세종캠퍼스)",,30019,,graduate.korea.ac.kr,044-860-1749,044-860-1775,1949-09-01,2024,2025-01-08,B340014,한국대학교육협의회,세종특별자치시 조치원읍 세종로 2511,세종특별자치시,,세종특별자치시
고려대학교(세종) 창업경영대학원,Graduate School of Entrepreneurship,분교,대학원,특수대학원,사립,36,세종특별자치시,세종특별자치시 조치원읍 세종로 2511,,30019,,gsmi.korea.ac.kr/,044-860-1504,044-860-1507,2021-09-01,2024,2025-01-08,B340014,한국대학교육협의회,세종특별자치시 조치원읍 세종로 2511,세종특별자치시,,세종특별자치시
고려대학교(세종) 행정대학원,Graduate School of Public Administration,분교,대학원,특수대학원,사립,30,대전광역시,세종특별자치시 조치원읍 세종로 2511,,30019,,gpa.korea.ac.kr,044-860-3825,044-860-5817,1997-10-25,2024,2025-01-08,B340014,한국대학교육협의회,세종특별자치시 조치원읍 세종로 2511,세종특별자치시,,세종특별자치시
고려대학교(세종) 행정전문대학원,Graduate School of Public Administration,분교,대학원,전문대학원,사립,36,세종특별자치시,"세종특별자치시 조치원읍 세종로 2511 (서창리, 고려대학교세종캠퍼스)",,30019,,gpa.korea.ac.kr,044-860-3826,044-860-5817,2017-03-01,2024,2025-01-08,B340014,한국대학교육협의회,세종특별자치시 조치원읍 세종로 2511,세종특별자치시,,세종특별자치시
고신대학교 교육대학원,Graduate School Of Education,본교,대학원,특수대학원,사립,26,부산광역시,"부산광역시 영도구 와치로 194 (동삼동, 고신대학교)",,49104,,www.kosin.ac.kr,051-990-2432,051-911-2521,1999-11-01,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 영도구 와치로 194,부산광역시,영도구,부산광역시
고신대학교 교회음악대학원,Graduate School Of Music,본교,대학원,특수대학원,사립,26,부산광역시,"부산광역시 영도구 와치로 194 (동삼동, 고신대학교)",,49104,,www.kosin.ac.kr,051-990-2290,051-911-2521,2007-03-01,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 영도구 와치로 194,부산광역시,영도구,부산광역시
고신대학교 국제융합대학원,Kosin University Graduate School of     International Convergence,본교,대학원,특수대학원,사립,26,부산광역시,부산광역시 영도구 와치로 194 (동삼동),,49104,,kosin.ac.kr,051-990-2127,051-990-2522,2024-01-04,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 영도구 와치로 194,부산광역시,영도구,부산광역시
고신대학교 기독교상담대학원,Graduate School Of Christian Counseling,본교,대학원,특수대학원,사립,26,부산광역시,"부산광역시 영도구 와치로 194 (동삼동, 고신대학교)",,49104,,www.kosin.ac.kr,051-990-2281,051-911-2521,2007-03-01,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 영도구 와치로 194,부산광역시,영도구,부산광역시
고신대학교 대학원,Graduate School of Kosin University,본교,대학원,일반대학원,사립,26,부산광역시,"부산광역시 영도구 와치로 194 (동삼동, 고신대학교)",,49104,,www.kosin.ac.kr,051-990-2233,051-911-2522,1978-03-02,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 영도구 와치로 194,부산광역시,영도구,부산광역시
고신대학교 보건대학원,Graduate School Of Public Health,본교,대학원,특수대학원,사립,26,부산광역시,"부산광역시 서구 감천로 262 (암남동, 고신대학교의과대학, 고신대학교복음병원)",,49267,,www.kugsph.ac.kr,051-990-6628,051-911-2521,1993-09-04,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 서구 감천로 262,부산광역시,서구,부산광역시
고신대학교 선교목회대학원,Graduate School World Mission & Ministry,본교,대학원,특수대학원,사립,26,부산광역시,"부산광역시 영도구 와치로 194 (동삼동, 고신대학교)",,49104,,www.kosin.ac.kr,051-990-2221,051-911-2521,1997-10-01,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 영도구 와치로 194,부산광역시,영도구,부산광역시
고신대학교 신학대학원,Korea Theological Seminary,본교,대학원,특수대학원,사립,44,충청남도,충청남도 천안시 동남구 충절로 535-33 (삼룡동),,31071,,www.kts.ac.kr,041-560-1920,041-560-1971,1980-11-03,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 천안시 동남구 충절로 535-33,충청남도,천안시,천안시
공주교육대학교 교육대학원,Graduate School Of Education Gongju National University of Education,본교,대학원,특수대학원,국립,44,충청남도,"충청남도 공주시 웅진로 27 (봉황동, 공주교육대학교)",,32553,,www.gjue.ac.kr/gra,041-850-1362,041-850-1363,1995-11-10,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 공주시 웅진로 27,충청남도,공주시,공주시
광신대학교 교육대학원,"Graduate School Of Education, Kwangshin University",본교,대학원,특수대학원,사립,29,광주광역시,"광주광역시 북구 양산택지소로 36 (본촌동, 광신대학교)",,61027,,www.kwangshin.ac.kr,062-605-1027,062-572-0264,2002-11-12,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 북구 양산택지소로 36,광주광역시,북구,광주광역시
광신대학교 국제대학원,"Graduate School Of International Studies, Kwangshin University",본교,대학원,특수대학원,사립,29,광주광역시,"광주광역시 북구 양산택지소로 36 (본촌동, 광신대학교)",,61027,,www.kwangshin.ac.kr,062-605-1027,062-572-0264,2006-07-25,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 북구 양산택지소로 36,광주광역시,북구,광주광역시
광신대학교 대학원,Graduate School Of Kwangshin University,본교,대학원,일반대학원,사립,29,광주광역시,"광주광역시 북구 양산택지소로 36 (본촌동, 광신대학교)",,61027,,www.kwangshin.ac.kr,062-605-1027,062-572-0264,2002-10-30,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 북구 양산택지소로 36,광주광역시,북구,광주광역시
광신대학교 사회복지대학원,"Graduate School Of Social Welfare, Kwangshin University",본교,대학원,특수대학원,사립,29,광주광역시,"광주광역시 북구 양산택지소로 36 (본촌동, 광신대학교)",,61027,,www.kwangshin.ac.kr,062-605-1027,062-572-0264,2006-07-25,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 북구 양산택지소로 36,광주광역시,북구,광주광역시
광신대학교 상담치료대학원,"Graduate School Of Counselling Therapy, Kwangshin",본교,대학원,특수대학원,사립,29,광주광역시,"광주광역시 북구 양산택지소로 36 (본촌동, 광신대학교)",,61027,,www.kwangshin.ac.kr,062-605-1027,062-572-0264,2005-10-12,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 북구 양산택지소로 36,광주광역시,북구,광주광역시
광신대학교 신학대학원,"Graduate School Of Theology, Kwangshin University",본교,대학원,특수대학원,사립,29,광주광역시,"광주광역시 북구 양산택지소로 36 (본촌동, 광신대학교)",,61027,,www.kwangshin.ac.kr,062-605-1027,062-572-0264,1999-11-02,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 북구 양산택지소로 36,광주광역시,북구,광주광역시
광신대학교 음악대학원,"Graduate  School  Of  Music, Kwangshin University",본교,대학원,특수대학원,사립,29,광주광역시,"광주광역시 북구 양산택지소로 36 (본촌동, 광신대학교)",,61027,,www.kwangshin.ac.kr,062-605-1027,062-572-0264,2016-02-29,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 북구 양산택지소로 36,광주광역시,북구,광주광역시
고려대학교(세종) 경영정보대학원,Graduate School of Management & Information,분교,대학원,특수대학원,사립,36,세종특별자치시,세종특별자치시 조치원읍 세종로 2511,,30019,,gsmi.korea.ac.kr,044-860-1504,044-860-1507,1988-10-01,2024,2025-01-08,B340014,한국대학교육협의회,세종특별자치시 조치원읍 세종로 2511,세종특별자치시,,세종특별자치시
고려대학교(세종) 문화스포츠대학원,Graduate School of Culture and Sports,분교,대학원,특수대학원,사립,36,세종특별자치시,"세종특별자치시 조치원읍 세종로 2511 (서창리, 고려대학교세종캠퍼스)",,30019,,csg.korea.ac.kr,044-860-1203,044-860-1207,2017-09-01,2024,2025-01-08,B340014,한국대학교육협의회,세종특별자치시 조치원읍 세종로 2511,세종특별자치시,,세종특별자치시
고려대학교(세종) 융합과학대학원,Graduate School of Convergence Science,분교,대학원,특수대학원,사립,36,세종특별자치시,세종특별자치시 조치원읍 세종로 2511,,30019,,convergence.korea.ac.kr/,044-860-1304,044-860-1307,2021-09-01,2024,2025-01-08,B340014,한국대학교육협의회,세종특별자치시 조치원읍 세종로 2511,세종특별자치시,,세종특별자치시
계명대학교 경영대학원,Graduate School Of Business,본교,대학원,특수대학원,사립,27,대구광역시,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스)",,42601,,gsb.kmu.ac.kr,053-580-6341,053-580-6344,1979-12-05,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 달서구 달구벌대로 1095,대구광역시,달서구,대구광역시
계명대학교 교육대학원,Graduate School Of Education,본교,대학원,특수대학원,사립,27,대구광역시,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스)",,42601,,kmedu.kmu.ac.kr,053-580-6330,053-580-6335,1967-12-19,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 달서구 달구벌대로 1095,대구광역시,달서구,대구광역시
계명대학교 글로벌창업대학원,Graduate School Of Global Entrepreneurship,본교,대학원,특수대학원,사립,27,대구광역시,"대구광역시 남구 명덕로 104 (대명동, 계명대학교)",,42403,,startup.kmu.ac.kr,053-620-2073,053-620-2071,2014-09-01,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 남구 명덕로 104,대구광역시,남구,대구광역시
계명대학교 대학원,Graduate School,본교,대학원,일반대학원,사립,27,대구광역시,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스)",,42601,,newcms.kmu.ac.kr/kmugs/index.do,053-580-6250,053-580-6255,1967-01-26,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 달서구 달구벌대로 1095,대구광역시,달서구,대구광역시
계명대학교 스포츠산업대학원,Graduate School Of Sports Industry,본교,대학원,특수대학원,사립,27,대구광역시,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스)",,42601,,newcms.kmu.ac.kr/kmugsi/index.do,053-580-5510,053-580-5314,1996-11-02,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 달서구 달구벌대로 1095,대구광역시,달서구,대구광역시
계명대학교 스포츠융합과학대학원,Graduate School of Sport Convergence Science,본교,대학원,특수대학원,사립,27,대구광역시,대구광역시 달서구 달구벌대로 1095 (신당동),,42601,,newcms.kmu.ac.kr/kmugsi/index.do,053-580-5510,053-715-2031,1996-11-02,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 달서구 달구벌대로 1095,대구광역시,달서구,대구광역시
계명대학교 연합신학대학원,United Graduate School Of Theology,본교,대학원,특수대학원,사립,27,대구광역시,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스)",,42601,,newcms.kmu.ac.kr/ugst/index..do,053-580-6207,053-580-6335,1995-10-18,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 달서구 달구벌대로 1095,대구광역시,달서구,대구광역시
계명대학교 예술대학원,Graduate School Of Arts,본교,대학원,특수대학원,사립,27,대구광역시,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스)",,42601,,web.kmu.ac.kr/artp,053-580-6531,053-580-6524,1995-10-18,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 달서구 달구벌대로 1095,대구광역시,달서구,대구광역시
계명대학교 유아교육대학원,Graduate School Of Early Childhood Education,본교,대학원,특수대학원,사립,27,대구광역시,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스)",,42601,,web.kmu.ac.kr/kmecedu/,053-580-6330,053-580-6335,2000-07-18,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 달서구 달구벌대로 1095,대구광역시,달서구,대구광역시
계명대학교 융합공학대학원,Graduate School Of Convergence Engineering,본교,대학원,특수대학원,사립,27,대구광역시,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스)",,42601,,newcms.kmu.ac.kr/gsce/index.do,053-580-5772,053-580-5165,2008-03-01,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 달서구 달구벌대로 1095,대구광역시,달서구,대구광역시
계명대학교 정책대학원,Graduate School Of Policy Studies,본교,대학원,특수대학원,사립,27,대구광역시,"대구광역시 남구 명덕로 104 (대명동, 계명대학교)",,42403,,web.kmu.ac.kr/policy/index.html,053-620-2078,053-620-2071,1988-11-30,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 남구 명덕로 104,대구광역시,남구,대구광역시
경운대학교 산업정보대학원,"Kyungwoon University, Graduate School Of Industrial Information",본교,대학원,특수대학원,사립,47,경상북도,"경상북도 구미시 산동면 강동로 730 (인덕리, 경운대학교)",,39160,,www.ikw.ac.kr,054-479-1141,054-479-1088,2012-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 구미시 산동면 강동로 730,경상북도,구미시,구미시
경운대학교 산업정보대학원(산업대),"Kyungwoon University, Graduate School Of Industrial Information",본교,대학원,특수대학원,사립,47,경상북도,"경상북도 구미시 산동면 강동로 730 (인덕리, 경운대학교)",,39160,,www.ikw.ac.kr,054-479-1141,054-479-1149,2000-02-29,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 구미시 산동면 강동로 730,경상북도,구미시,구미시
경운대학교 일반대학원,"Kyungwoon University, Graduate School",본교,대학원,일반대학원,사립,47,경상북도,"경상북도 구미시 산동면 강동로 730 (인덕리, 경운대학교)",,39160,,www.ikw.ac.kr,054-479-1141,054-479-1088,2012-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 구미시 산동면 강동로 730,경상북도,구미시,구미시
경일대학교 K-글로벌대학원,K-Graduate School of Global Studies,본교,대학원,특수대학원,사립,47,경상북도,경상북도 경산시 하양읍 가마실길 50,,38428,,www.kiu.ac.kr/pages/sub.htm?nav_code=kiu1552552699,053-600-4621,053-600-4629,2021-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 경산시 하양읍 가마실길 50,경상북도,경산시,경산시
경일대학교 보건복지대학원,Kyungil University Graduate School Of Public Health & Social Welfare,본교,대학원,특수대학원,사립,47,경상북도,"경상북도 경산시 하양읍 가마실길 50 (부호리, 경일대학교)",,38428,,grad3.kiu.ac.kr/,053-600-4621,053-600-4629,2010-10-14,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 경산시 하양읍 가마실길 50,경상북도,경산시,경산시
경일대학교 산업경영대학원,Graduate School Of Industry & Business,본교,대학원,특수대학원,사립,47,경상북도,"경상북도 경산시 하양읍 가마실길 50 (부호리, 경일대학교)",,38428,,grad2.kiu.ac.kr/,053-600-4621,053-600-4629,1989-11-15,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 경산시 하양읍 가마실길 50,경상북도,경산시,경산시
경일대학교 일반대학원,Kyungil University Graduateschool,본교,대학원,일반대학원,사립,47,경상북도,"경상북도 경산시 하양읍 가마실길 50 (부호리, 경일대학교)",,38428,,grad.kiu.ac.kr/,053-600-4621,053-600-4629,1999-11-02,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 경산시 하양읍 가마실길 50,경상북도,경산시,경산시
경북대학교 행정대학원,Kyungpook National University Graduate School Of Public Administration,본교,대학원,특수대학원,국립,27,대구광역시,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",,41566,,gspa.knu.ac.kr,053-950-3722,053-950-5454,1979-12-05,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 북구 대학로 80,대구광역시,북구,대구광역시
경상국립대학교 건축도시토목대학원,"Graduate School of Architectural, Civil and Urban Engineering",본교,대학원,특수대학원,국립,48,경상남도,경상남도 진주시 진주대로 501 (가좌동),,52828,,lh.gnu.ac.kr/main/,055-772-1604,055-772-1619,2021-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 진주대로 501,경상남도,진주시,진주시
경상국립대학교 경영대학원,Graduate School Of Business Administation,본교,대학원,특수대학원,국립,48,경상남도,경상남도 진주시 진주대로 501(가좌동),,52828,,www.gnu.ac.kr,055-772-1504,055-772-1509,1999-11-02,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 진주대로 501,경상남도,진주시,진주시
경상국립대학교 교육대학원,Graduate School Of Education,본교,대학원,특수대학원,국립,48,경상남도,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교)",,52828,,www.gnu.ac.kr,055-772-2105,055-772-2119,1979-12-05,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 진주대로 501,경상남도,진주시,진주시
경상국립대학교 대학원,The Graduate School Of Gsnu,본교,대학원,일반대학원,국립,48,경상남도,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교)",,52828,,graduate.gnu.ac.kr/main/,055-772-0088,055-772-0089,1975-03-10,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 진주대로 501,경상남도,진주시,진주시
경상국립대학교 보건대학원,Graduate School Of Public Health,본교,대학원,특수대학원,국립,48,경상남도,경상남도 진주시 진주대로816번길 15 (주약동),,52727,,www.gnu.ac.kr,055-772-8208,055-772-8210,1948-08-10,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 진주대로816번길 15,경상남도,진주시,진주시
경상국립대학교 산업복지대학원,Graduate School of Industrial Welfare,본교,대학원,특수대학원,국립,48,경상남도,경상남도 진주시 동진로 33 (칠암동),,52725,,https://newgh.gnu.ac.kr/gsiw/main.do,055-772-3912,055-772-3919,2014-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 동진로 33,경상남도,진주시,진주시
