학교명,학교 영문명,본분교구분명,대학구분명,학교구분명,설립형태구분명,시도코드,시도명,소재지도로명주소,소재지지번주소,도로명우편번호,소재지우편번호,홈페이지주소,대표전화번호,대표팩스번호,설립일자,기준연도,데이터기준일자,제공기관코드,제공기관명,주소_clean,sido,sigungu,카운트지역
상지영서대학교,Sangji Youngseo College,본교,전문대학,전문대학,사립,51,강원특별자치도,강원특별자치도 원주시 상지대길 83 (우산동),,26339,,www.sy.ac.kr,033-744-4150,033-744-1333,1973-03-10,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 원주시 상지대길 83,강원특별자치도,원주시,원주시
서라벌대학교,Sorabol University,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 경주시 태종로 478-20 (충효동, 서라벌대학)",,38057,,home.sorabol.ac.kr/,054-770-3500,054-741-5429,1981-01-21,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 경주시 태종로 478-20,경상북도,경주시,경주시
서영대학교,Seoyeong University,본교,전문대학,전문대학,사립,29,광주광역시,"광주광역시 북구 서강로 1 (운암동, 서영대학교)",,61268,,www.seoyeong.ac.kr,062-520-5114,062-523-4606,1979-03-01,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 북구 서강로 1,광주광역시,북구,광주광역시
서해대학,Sohae College,본교,전문대학,전문대학,사립,52,전북특별자치도,"전북특별자치도 군산시 서해대길 6 (오룡동, 서해대학)",,54116,,www.sohae.ac.kr,063-460-9126,063-460-9325,1974-03-21,2024,2025-01-08,B340014,한국대학교육협의회,전북특별자치도 군산시 서해대길 6,전북특별자치도,군산시,군산시
선린대학교,Sunlin  University,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 포항시 북구 흥해읍 초곡길36번길 30 (초곡리, 선린대학)",,37560,,www.sunlin.ac.kr,054-260-5000,054-261-9455,1969-03-20,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 포항시 북구 흥해읍 초곡길36번길 30,경상북도,포항시,포항시
성심외국어대학,Sungsim College Of Foreign Languages,본교,전문대학,전문대학,사립,26,부산광역시,"부산광역시 해운대구 반송순환로 142 (반송동, 영산대학교부산캠퍼스)",,48015,,www.sungsim.ac.kr,055-380-9094,055-380-9376,1982-12-10,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 해운대구 반송순환로 142,부산광역시,해운대구,부산광역시
성운대학교,SungWoon University,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 영천시 신녕면 대학길 105 (화남리, 성덕대학교)",,38801,,www.sw.ac.kr,054-330-8800,054-330-8810,1996-12-26,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 영천시 신녕면 대학길 105,경상북도,영천시,영천시
세경대학교,Saekyung University,본교,전문대학,전문대학,사립,51,강원특별자치도,강원특별자치도 영월군 영월읍 하송로 197,,26239,,www.saekyung.ac.kr,033-371-3000,033-371-3029,1993-11-18,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 영월군 영월읍 하송로 197,강원특별자치도,영월군,영월군
송곡대학교,Songgok University,본교,전문대학,전문대학,사립,51,강원특별자치도,강원특별자치도 춘천시 남산면 송곡대학길 34,,24465,,www.songgok.ac.kr,033-260-3600,033-261-4599,2002-11-19,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 춘천시 남산면 송곡대학길 34,강원특별자치도,춘천시,춘천시
송호대학교,Songho University,본교,전문대학,전문대학,사립,51,강원특별자치도,강원특별자치도 횡성군 횡성읍 남산로 210,,25242,,www.songho.ac.kr,033-340-1000,033-340-1006,1999-12-20,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 횡성군 횡성읍 남산로 210,강원특별자치도,횡성군,횡성군
수성대학교,Suseong University,본교,전문대학,전문대학,사립,27,대구광역시,"대구광역시 수성구 달구벌대로528길 15 (만촌동, 수성대학교)",,42078,,www.sc.ac.kr,053-749-7000,053-751-1823,1973-12-19,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 수성구 달구벌대로528길 15,대구광역시,수성구,대구광역시
대구과학대학교,Taegu Science University,본교,전문대학,전문대학,사립,27,대구광역시,"대구광역시 북구 영송로 47 (태전동, 대구과학대학)",,41453,,www.tsu.ac.kr,053-320-1114,053-320-1045,1960-05-09,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 북구 영송로 47,대구광역시,북구,대구광역시
대구미래대학교,Daegu Future College,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 경산시 미래로 114 (평산동, 대구미래대학)",,38607,,www.dfc.ac.kr,053-810-9405,053-802-3162,1981-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 경산시 미래로 114,경상북도,경산시,경산시
대덕대학교,Daeduk University,본교,전문대학,전문대학,사립,30,대전광역시,"대전광역시 유성구 가정북로 68 (장동, 대덕대학)",,34111,,www.ddu.ac.kr,042-866-0200,042-862-7343,1980-12-11,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 유성구 가정북로 68,대전광역시,유성구,대전광역시
대동대학교,Daedong University,본교,전문대학,전문대학,사립,26,부산광역시,"부산광역시 금정구 동부곡로27번길 88 (부곡동, 대동대학교)",,46270,,www.daedong.ac.kr,051-518-5444,051-514-5847,1971-03-06,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 금정구 동부곡로27번길 88,부산광역시,금정구,부산광역시
대원대학교,Daewon University College,본교,전문대학,전문대학,사립,43,충청북도,"충청북도 제천시 대학로 316 (신월동, 대원대학)",,27135,,www.daewon.ac.kr,043-645-9171,043-645-9170,1995-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 제천시 대학로 316,충청북도,제천시,제천시
대전과학기술대학교,Daejeon Institute Of Science And Technology,본교,전문대학,전문대학,사립,30,대전광역시,"대전광역시 서구 혜천로 100 (복수동, 대전과학기술대학교)",,35408,,www.dst.ac.kr,042-580-6114,042-580-6159,1940-04-15,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 서구 혜천로 100,대전광역시,서구,대전광역시
대전보건대학교,DAEJEON HEALTH UNIVERSITY,본교,전문대학,전문대학,사립,30,대전광역시,"대전광역시 동구 충정로 21 (가양동, 대전보건대학)",,34504,,www.hit.ac.kr,042-670-9000,042-670-9049,1977-12-03,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 동구 충정로 21,대전광역시,동구,대전광역시
동강대학교,Donggang University,본교,전문대학,전문대학,사립,29,광주광역시,"광주광역시 북구 동문대로 50 (풍향동, 동강대학)",,61200,,www.dkc.ac.kr,062-520-2212,062-520-2216,1976-01-24,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 북구 동문대로 50,광주광역시,북구,광주광역시
동부산대학교,Dong-Pusan College,본교,전문대학,전문대학,사립,26,부산광역시,"부산광역시 해운대구 운봉길 60 (반송동, 동부산대학교)",,48000,,www.dpc.ac.kr,051-542-8891,051-540-3844,1978-12-28,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 해운대구 운봉길 60,부산광역시,해운대구,부산광역시
동아보건대학교,Donga University of Health,본교,전문대학,전문대학,사립,46,전라남도,"전라남도 영암군 학산면 영산로 76-57 (독천리, 동아보건대학교)",,58439,,www.duh.ac.kr,061-470-1700,061-470-1615,1994-03-11,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 영암군 학산면 영산로 76-57,전라남도,영암군,영암군
동우대학,Dong-U College,본교,전문대학,전문대학,사립,51,강원특별자치도,"강원특별자치도 속초시 도리원길 5 (노학동, 동우대학)",,24865,,www.duc.ac.kr,033-632-6551,033-639-0518,1981-03-01,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 속초시 도리원길 5,강원특별자치도,속초시,속초시
동원과학기술대학교,Dongwon Institute Of Science And Technology,본교,전문대학,전문대학,사립,48,경상남도,"경상남도 양산시 명곡로 321 (명곡동, 동원과학기술대학교)",,50578,,www.dist.ac.kr,055-370-8100,055-386-2000,1991-03-18,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 양산시 명곡로 321,경상남도,양산시,양산시
동의과학대학교,Dong Eui Institute Of Technology,본교,전문대학,전문대학,사립,26,부산광역시,"부산광역시 부산진구 양지로 54 (양정동, 동의과학대학)",,47230,,www.dit.ac.kr,051-852-0011,051-860-3270,1972-12-14,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 부산진구 양지로 54,부산광역시,부산진구,부산광역시
마산대학교,Masan University,본교,전문대학,전문대학,사립,48,경상남도,"경상남도 창원시 마산회원구 내서읍 함마대로 2640 (용담리, 마산대학)",,51217,,www.masan.ac.kr,055-230-1212,055-231-1177,1956-05-30,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 창원시 마산회원구 내서읍 함마대로 2640,경상남도,창원시,창원시
목포과학대학교,Mokpo Science University,본교,전문대학,전문대학,사립,46,전라남도,"전라남도 목포시 영산로 413-1 (상동, 목포과학대학)",,58644,,www.msu.ac.kr,061-278-8651,061-279-8838,1976-03-10,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 목포시 영산로 413-1,전라남도,목포시,목포시
문경대학교,Munkyung College,본교,전문대학,전문대학,사립,47,경상북도,경상북도 문경시 호계면 대학길 161 (별암리),,36930,,www.mkc.ac.kr,054-559-1114,054-559-1059,1995-12-27,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 문경시 호계면 대학길 161,경상북도,문경시,문경시
경남도립거창대학,University Of Gyeongnam Geochang,본교,전문대학,전문대학,공립,48,경상남도,"경상남도 거창군 거창읍 거창대학로 72 (대평리, 경남도립거창대학)",,50147,,www.gc.ac.kr,055-254-2800,055-254-2718,1996-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 거창군 거창읍 거창대학로 72,경상남도,거창군,거창군
경남도립남해대학,University Of Gyeongnam Namhae,본교,전문대학,전문대학,공립,48,경상남도,"경상남도 남해군 남해읍 화전로78번길 30 (남변리, 경남도립남해대학)",,52422,,univ.namhae.ac.kr,055-254-2400,055-254-2419,1996-03-07,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 남해군 남해읍 화전로78번길 30,경상남도,남해군,남해군
경남정보대학교,Kyungnam College Of Information And Technology,본교,전문대학,전문대학,사립,26,부산광역시,"부산광역시 사상구 주례로 45 (주례동, 경남정보대학교)",,47011,,www.kit.ac.kr,051-324-5555,051-324-1858,1971-03-01,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 사상구 주례로 45,부산광역시,사상구,부산광역시
경북과학대학교,Kyongbuk Science College,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 칠곡군 기산면 지산로 634 (봉산리, 경북과학대학교)",,39913,,www.kbsc.ac.kr,054-979-9001,054-979-9130,1993-03-15,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 칠곡군 기산면 지산로 634,경상북도,칠곡군,칠곡군
경북도립대학교,Gyeongbuk Provincial College,본교,전문대학,전문대학,공립,47,경상북도,"경상북도 예천군 예천읍 도립대학길 114 (청복리, 경북도립대학교)",,36830,,www.gpc.ac.kr,054-650-0128,054-650-0129,1996-12-26,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 예천군 예천읍 도립대학길 114,경상북도,예천군,예천군
경북보건대학교,Gyeongbuk College Of Health,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 김천시 대학로 168 (삼락동, 경북보건대학교)",,39525,,www.gch.ac.kr,054-420-9200,054-430-4477,1998-05-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 김천시 대학로 168,경상북도,김천시,김천시
경북전문대학교,Kyungbuk College,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 영주시 대학로 77 (휴천동, 경북전문대학교)",,36133,,www.kbc.ac.kr,054-630-5114,054-632-0754,1972-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 영주시 대학로 77,경상북도,영주시,영주시
계명문화대학교,Keimyung College University,본교,전문대학,전문대학,사립,27,대구광역시,"대구광역시 달서구 달서대로 675 (신당동, 계명문화대학교)",,42601,,www.kmcu.ac.kr,053-589-7744,053-589-7400,1962-02-27,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 달서구 달서대로 675,대구광역시,달서구,대구광역시
광양보건대학교,Gwangyang Health Sciences University,본교,전문대학,전문대학,사립,46,전라남도,"전라남도 광양시 광양읍 대학로 85 (덕례리, 광양보건대학)",,57764,,www.gy.ac.kr,061-760-1411,061-763-9009,1994-03-15,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 광양시 광양읍 대학로 85,전라남도,광양시,광양시
광주보건대학교,Gwangju Health University,본교,전문대학,전문대학,사립,29,광주광역시,"광주광역시 광산구 북문대로419번길 73 (신창동, 광주보건대학)",,62287,,www.ghu.ac.kr,062-958-7500,062-953-4946,1971-12-23,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 광산구 북문대로419번길 73,광주광역시,광산구,광주광역시
구미대학교,Gumi University,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 구미시 야은로 37 (부곡동, 구미대학교)",,39213,,www.gumi.ac.kr,054-440-1114,054-442-8953,1991-11-30,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 구미시 야은로 37,경상북도,구미시,구미시
군산간호대학교,Kunsan College Of Nursing,본교,전문대학,전문대학,사립,52,전북특별자치도,"전북특별자치도 군산시 동개정길 7 (개정동, 군산간호대학교)",,54068,,www.kcn.ac.kr,063-450-3803,063-450-3809,1951-07-01,2024,2025-01-08,B340014,한국대학교육협의회,전북특별자치도 군산시 동개정길 7,전북특별자치도,군산시,군산시
군장대학교,Kunjang University College,본교,전문대학,전문대학,사립,52,전북특별자치도,"전북특별자치도 군산시 성산면 군장대길 13 (도암리, 군장대학)",,54045,,www.kunjang.ac.kr,063-450-8114,063-450-8116,1994-03-09,2024,2025-01-08,B340014,한국대학교육협의회,전북특별자치도 군산시 성산면 군장대길 13,전북특별자치도,군산시,군산시
기독간호대학교,Christian College Of Nursing,본교,전문대학,전문대학,사립,29,광주광역시,"광주광역시 남구 백서로70번길 6 (양림동, 기독간호대학)",,61662,,ccn.ac.kr,062-650-8021,062-675-5806,1967-03-21,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 남구 백서로70번길 6,광주광역시,남구,광주광역시
김해대학교,Gimhae University,본교,전문대학,전문대학,사립,48,경상남도,"경상남도 김해시 삼안로112번길 198 (삼방동, 김해대학교)",,50811,,www.gimhae.ac.kr,055-320-1600,055-320-1666,2004-12-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 김해시 삼안로112번길 198,경상남도,김해시,김해시
나주대학교,Naju College,본교,전문대학,전문대학,사립,46,전라남도,"전라남도 나주시 다시면 백호로 125 (복암리, 고구려대학)",,58280,,www.naju.ac.kr,061-330-7400,061-335-7128,1995-01-25,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 나주시 다시면 백호로 125,전라남도,나주시,나주시
대경대학교,Daekyeung College,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 경산시 자인면 단북1길 65 (단북리, 대경대학)",,38547,,www.tk.ac.kr,053-850-1000,053-850-1214,1992-12-11,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 경산시 자인면 단북1길 65,경상북도,경산시,경산시
대구공업대학교,Daegutechnical University,본교,전문대학,전문대학,사립,27,대구광역시,"대구광역시 달서구 송현로 205 (본동, 대구공업대학)",,42734,,www.ttc.ac.kr,053-560-3700,053-527-0506,1976-03-20,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 달서구 송현로 205,대구광역시,달서구,대구광역시
국립공주대학교 경영행정대학원,The Graduate School Of Business &  Public Administration Kongju National University,본교,대학원,특수대학원,국립,44,충청남도,"충청남도 공주시 공주대학로 56 (신관동, 공주대학교)",,32588,,gbpa.kongju.ac.kr,041-850-8353,041-850-8355,1997-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 공주시 공주대학로 56,충청남도,공주시,공주시
국립공주대학교 산업과학대학원,The Graduate School Of Industrial Sciences Kongju National University,본교,대학원,특수대학원,국립,44,충청남도,"충청남도 예산군 예산읍 대학로 54 (대회리, 공주대학교산업과학대학)",,32439,,knugsis.modoo.at/,041-330-1011,041-330-1035,1994-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 예산군 예산읍 대학로 54,충청남도,예산군,예산군
국립공주대학교 테크노융합대학원,The Graduate School Of Technology & Fusion Kongju National University,본교,대학원,특수대학원,국립,44,충청남도,"충청남도 천안시 서북구 천안대로 1223-24 (부대동, 공주대학교천안공과대학)",,31080,,techno.kongju.ac.kr,041-562-8080,041-521-9099,2009-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 천안시 서북구 천안대로 1223-24,충청남도,천안시,천안시
국립군산대학교 경영행정대학원,"Graduate School of Business and Public Administration, Kunsan National University",본교,대학원,특수대학원,국립,52,전북특별자치도,"전북특별자치도 군산시 대학로 558 (미룡동, 군산대학교)",,54150,,kunsan.ac.kr,063-469-4447,063-466-2084,1994-10-21,2024,2025-01-08,B340014,한국대학교육협의회,전북특별자치도 군산시 대학로 558,전북특별자치도,군산시,군산시
국립금오공과대학교 교육대학원,Kumoh National Institute of Technology Graduate School of Education,본교,대학원,특수대학원,국립,47,경상북도,"경상북도 구미시 대학로 61 (양호동, 금오공과대학교)",,39177,,edu.kumoh.ac.kr,054-478-7016,054-478-7020,1999-11-20,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 구미시 대학로 61,경상북도,구미시,구미시
국립목포대학교 경영행정대학원,Graduate School Of Business & Public Administration,본교,대학원,특수대학원,국립,46,전라남도,전라남도 무안군 삼향읍 남악로 190,,58579,,www.mokpo.ac.kr,061-270-1602,061-273-6751,1991-02-28,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 무안군 삼향읍 남악로 190,전라남도,무안군,무안군
국립목포대학교 교육대학원,Graduateschool Of Education,본교,대학원,특수대학원,국립,46,전라남도,"전라남도 무안군 청계면 영산로 1666 (도림리, 목포대학교)",,58554,,www.mokpo.ac.kr,061-450-2903,061-450-2904,1994-03-01,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 무안군 청계면 영산로 1666,전라남도,무안군,무안군
광주가톨릭대학교 대학원,Gwangju Catholic University Graduate School,본교,대학원,일반대학원,사립,46,전라남도,"전라남도 나주시 남평읍 중남길 12-25 (남석리, 광주가톨릭대학교)",,58230,,www.gjc.ac.kr,061-337-2181,061-337-2185,1965-01-13,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 나주시 남평읍 중남길 12-25,전라남도,나주시,나주시
광주과학기술원 일반대학원,Gwangju Institute Of Science And Technology,본교,대학원,일반대학원,특별법법,29,광주광역시,"광주광역시 북구 첨단과기로 123 (오룡동, 광주과학기술원)",,61005,,www.gist.ac.kr,062-715-2114,062-715-2300,1993-11-17,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 북구 첨단과기로 123,광주광역시,북구,광주광역시
광주교육대학교 교육대학원,Graduate School Of Education Gnue,본교,대학원,특수대학원,국립,29,광주광역시,"광주광역시 북구 필문대로 55 (풍향동, 광주교육대학교)",,61204,,gnue.ac.kr,062-520-4083,062-520-4352,1996-03-01,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 북구 필문대로 55,광주광역시,북구,광주광역시
광주대학교 보건상담정책대학원,"Graduate School of Public Health, Counselling & Policy, Gwangju University",본교,대학원,특수대학원,사립,29,광주광역시,"광주광역시 남구 효덕로 277 (진월동, 광주대학교)",,61743,,www.gwangju.ac.kr,062-670-2121,062-670-2629,2014-03-01,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 남구 효덕로 277,광주광역시,남구,광주광역시
광주여자대학교 교육대학원,"Graduate School Of Education, Kwu",본교,대학원,특수대학원,사립,29,광주광역시,광주광역시 광산구 광주여대길 45 (산정동),,62396,,www.kwu.ac.kr,062-950-3802,062-950-3803,1997-03-03,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 광산구 광주여대길 45,광주광역시,광산구,광주광역시
국립강릉원주대학교 경영정책과학대학원,Gangneung Wonju Graduate School Of Management & Policy Science,본교,대학원,특수대학원,국립,51,강원특별자치도,강원특별자치도 강릉시 죽헌길 7 (지변동),,25457,,www.gwnu.ac.kr,033-640-2163,033-640-2166,1979-01-18,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 강릉시 죽헌길 7,강원특별자치도,강릉시,강릉시
국립강릉원주대학교 경영정책과학대학원,Gangneung Wonju Graduate School Of Management & Policy Science,제2캠퍼,대학원,특수대학원,국립,51,강원특별자치도,강원특별자치도 원주시 흥업면 남원로 150,,26403,,www.gwnu.ac.kr,033-640-2081,033-640-2166,2009-03-01,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 원주시 흥업면 남원로 150,강원특별자치도,원주시,원주시
고려대학교(세종) 의용과학대학원,Graduate School of Bio-Medical Science,분교,대학원,특수대학원,사립,36,세종특별자치시,"세종특별자치시 조치원읍 세종로 2511 (서창리, 고려대학교세종캠퍼스)",,30019,,biomedical.korea.ac.kr/,044-860-1305,044-860-1307,1999-11-02,2024,2025-01-08,B340014,한국대학교육협의회,세종특별자치시 조치원읍 세종로 2511,세종특별자치시,,세종특별자치시
고신대학교 교육대학원,Graduate School Of Education,본교,대학원,특수대학원,사립,26,부산광역시,"부산광역시 영도구 와치로 194 (동삼동, 고신대학교)",,49104,,www.kosin.ac.kr,051-990-2432,051-911-2521,1999-11-01,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 영도구 와치로 194,부산광역시,영도구,부산광역시
고신대학교 보건대학원,Graduate School Of Public Health,본교,대학원,특수대학원,사립,26,부산광역시,"부산광역시 서구 감천로 262 (암남동, 고신대학교의과대학, 고신대학교복음병원)",,49267,,www.kugsph.ac.kr,051-990-6628,051-911-2521,1993-09-04,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 서구 감천로 262,부산광역시,서구,부산광역시
고신대학교 신학대학원,Korea Theological Seminary,본교,대학원,특수대학원,사립,44,충청남도,충청남도 천안시 동남구 충절로 535-33 (삼룡동),,31071,,www.kts.ac.kr,041-560-1920,041-560-1971,1980-11-03,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 천안시 동남구 충절로 535-33,충청남도,천안시,천안시
공주교육대학교 교육대학원,Graduate School Of Education Gongju National University of Education,본교,대학원,특수대학원,국립,44,충청남도,"충청남도 공주시 웅진로 27 (봉황동, 공주교육대학교)",,32553,,www.gjue.ac.kr/gra,041-850-1362,041-850-1363,1995-11-10,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 공주시 웅진로 27,충청남도,공주시,공주시
광신대학교 교육대학원,"Graduate School Of Education, Kwangshin University",본교,대학원,특수대학원,사립,29,광주광역시,"광주광역시 북구 양산택지소로 36 (본촌동, 광신대학교)",,61027,,www.kwangshin.ac.kr,062-605-1027,062-572-0264,2002-11-12,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 북구 양산택지소로 36,광주광역시,북구,광주광역시
계명대학교 글로벌창업대학원,Graduate School Of Global Entrepreneurship,본교,대학원,특수대학원,사립,27,대구광역시,"대구광역시 남구 명덕로 104 (대명동, 계명대학교)",,42403,,startup.kmu.ac.kr,053-620-2073,053-620-2071,2014-09-01,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 남구 명덕로 104,대구광역시,남구,대구광역시
경운대학교 산업정보대학원,"Kyungwoon University, Graduate School Of Industrial Information",본교,대학원,특수대학원,사립,47,경상북도,"경상북도 구미시 산동면 강동로 730 (인덕리, 경운대학교)",,39160,,www.ikw.ac.kr,054-479-1141,054-479-1088,2012-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 구미시 산동면 강동로 730,경상북도,구미시,구미시
경북대학교 행정대학원,Kyungpook National University Graduate School Of Public Administration,본교,대학원,특수대학원,국립,27,대구광역시,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",,41566,,gspa.knu.ac.kr,053-950-3722,053-950-5454,1979-12-05,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 북구 대학로 80,대구광역시,북구,대구광역시
경상국립대학교 건축도시토목대학원,"Graduate School of Architectural, Civil and Urban Engineering",본교,대학원,특수대학원,국립,48,경상남도,경상남도 진주시 진주대로 501 (가좌동),,52828,,lh.gnu.ac.kr/main/,055-772-1604,055-772-1619,2021-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 진주대로 501,경상남도,진주시,진주시
경상국립대학교 보건대학원,Graduate School Of Public Health,본교,대학원,특수대학원,국립,48,경상남도,경상남도 진주시 진주대로816번길 15 (주약동),,52727,,www.gnu.ac.kr,055-772-8208,055-772-8210,1948-08-10,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 진주대로816번길 15,경상남도,진주시,진주시
경상국립대학교 산업복지대학원,Graduate School of Industrial Welfare,본교,대학원,특수대학원,국립,48,경상남도,경상남도 진주시 동진로 33 (칠암동),,52725,,https://newgh.gnu.ac.kr/gsiw/main.do,055-772-3912,055-772-3919,2014-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 동진로 33,경상남도,진주시,진주시
경성대학교 경영대학원,Kyungsung University Graduate School Of Management,본교,대학원,특수대학원,사립,26,부산광역시,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",,48434,,ks.ac.kr/gmanagement,051-663-5571,051-663-4059,1981-11-25,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 남구 수영로 309,부산광역시,남구,부산광역시
경남대학교 교육대학원,"Graduate School Of Education, Kyungnam University",본교,대학원,특수대학원,사립,48,경상남도,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교)",,51767,,www.kyungnam.ac.kr/gse,055-249-2811,055-246-7407,1979-12-05,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 창원시 마산합포구 경남대학로 7,경상남도,창원시,창원시
경북대학교 과학기술대학원,Kyungpook National University Graduate School Of Science And Technology,본교,대학원,특수대학원,국립,47,경상북도,"경상북도 상주시 경상대로 2559 (가장동, 경북대학교상주캠퍼스)",,37224,,seoksa.knu.ac.kr,054-530-1564,054-530-1649,2009-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 상주시 경상대로 2559,경상북도,상주시,상주시
경북대학교 보건대학원,Kyungpook National University Graduate School Of Public Health,본교,대학원,특수대학원,국립,27,대구광역시,"대구광역시 중구 국채보상로 680 (동인동2가, 경북대학교의과대학)",,41944,,health.knu.ac.kr,053-420-4910,053-421-1695,1981-03-01,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 중구 국채보상로 680,대구광역시,중구,대구광역시
경북대학교 치의학전문대학원,Kyungpook National University School Of Dentistry,본교,대학원,전문대학원,국립,27,대구광역시,"대구광역시 중구 달구벌대로 2177 (삼덕동2가, 경북대학교치의학전문대학원)",,41940,,dent.knu.ac.kr,053-660-6803,053-425-6025,2005-03-01,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 중구 달구벌대로 2177,대구광역시,중구,대구광역시
건국대학교(글로컬) 교육대학원,Konkuk Graduate School Of Education,분교,대학원,특수대학원,사립,43,충청북도,"충청북도 충주시 충원대로 268 (단월동, 건국대학교 글로컬캠퍼스)",,27478,,http://gsedu.kku.ac.kr/main.do,043-840-3232,043-851-9324,1998-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 충주시 충원대로 268,충청북도,충주시,충주시
건양대학교 경영사회복지대학원,"Graduate School Of Business & Social Welfare, Konyang University",본교,대학원,특수대학원,사립,44,충청남도,"충청남도 논산시 대학로 121 (내동, 건양대학교)",,32992,,kygrad.konyang.ac.kr/,041-730-5251,041-730-5255,1990-11-28,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 논산시 대학로 121,충청남도,논산시,논산시
